,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
1120,6,Hafar Al-Batin,Mazda,Automatic,Saudi,Full,2016,2.5,117000,False,72000
1121,Edge,Al-Ahsa,Ford,Automatic,Gulf Arabic,Full,2007,3.5,372400,False,19000
1122,Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,136000,False,18500
1123,Flex,Al-Medina,Ford,Automatic,Other,Standard,2010,3.5,248000,False,20000
1126,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,134000,False,48000
1129,Marquis,Qassim,Ford,Automatic,Other,Semi Full,2010,5.8,500,False,20000
1130,CT5,Jeddah,Cadillac,Automatic,Gulf Arabic,Semi Full,2021,2.0,100,False,179000
1133,Taurus,Makkah,Ford,Automatic,Saudi,Standard,2013,1.0,298,False,38000
1135,Patrol,Al-Jouf,Nissan,Manual,Saudi,Semi Full,2009,1.6,150,False,70000
1136,Accord,Al-Medina,Honda,Automatic,Gulf Arabic,Semi Full,2015,2.4,124040,False,75000
1141,Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,1.4,96342,False,25000
1142,E,Riyadh,Mercedes,Automatic,Other,Full,2017,3.4,72000,False,178000
1143,D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2016,2.5,275000,False,55500
1144,KICKS,Dammam,Nissan,Automatic,Saudi,Full,2019,2.4,87000,False,55000
1146,Gran Max,Dammam,Daihatsu,Manual,Saudi,Standard,2014,1.5,95000,False,28000
1147,Yukon,Abha,GMC,Automatic,Saudi,Standard,2011,5.3,293,False,47000
1148,Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2008,5.3,280000,False,42000
1149,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,26323,False,29500
1150,Cayman,Dammam,Porsche,Automatic,Saudi,Full,2015,3.0,120000,False,155000
1153,Senta fe,Qassim,Hyundai,Automatic,Saudi,Full,2014,1.4,265000,False,52000
1154,Sonata,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,63000,False,60000
1156,Rav4,Najran,Toyota,Automatic,Saudi,Standard,2020,2.0,30000,False,93000
1157,Hilux,Jeddah,Toyota,Manual,Saudi,Semi Full,2019,2.7,23000,False,90000
1160,Pathfinder,Dammam,Nissan,Automatic,Gulf Arabic,Semi Full,2009,2.0,245000,False,19000
1162,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2015,5.3,82343,False,125000
1163,A8,Makkah,Audi,Automatic,Saudi,Full,2015,3.0,85000,False,180000
1164,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.0,93000,False,57000
1166,Land Cruiser,Hail,Toyota,Automatic,Saudi,Full,2008,8.0,295000,False,65000
1168,Emgrand,Riyadh,Geely,Automatic,Saudi,Full,2019,1.8,43000,False,45000
1170,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,160428,False,65000
1171,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.6,16925,False,57500
1172,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,57482,False,69500
1174,Camry,Abha,Toyota,Automatic,Missing,Standard,2017,2.5,120000,False,59000
1175,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,155,False,47000
1176,Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.4,103885,False,41500
1177,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.5,16000,False,95000
1178,GLC,Dammam,Mercedes,Automatic,Other,Full,2017,2.0,92000,False,173000
1179,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,348000,False,50000
1180,Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Standard,2017,4.0,25471,False,122000
1184,Elantra,Taef,Hyundai,Automatic,Saudi,Standard,2015,1.6,227000,False,28000
1185,GS,Riyadh,Lexus,Automatic,Saudi,Full,2014,3.5,124000,False,136000
1186,Other,Dammam,Hyundai,Automatic,Other,Full,2011,4.6,270,False,30000
1188,Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2011,4.5,193000,False,110000
1189,C300,Al-Ahsa,Chrysler,Automatic,Other,Semi Full,2017,3.6,77000,False,82000
1190,Accord,Jeddah,Honda,Automatic,Saudi,Full,2017,3.5,25400,False,90000
1191,Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2017,3.6,124,False,100000
1194,FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,87700,False,117000
1195,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.5,179000,False,76000
1198,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2020,2.5,16500,False,86900
1200,Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017,5.4,34000,False,108000
1203,Suburban,Al-Medina,GMC,Automatic,Saudi,Semi Full,2005,5.3,260000,False,20000
1204,Camry,Arar,Toyota,Automatic,Saudi,Standard,2007,1.1,100000,False,22000
1207,Altima,Jeddah,Nissan,Automatic,Saudi,Standard,2017,2.5,88000,False,37000
1211,Tahoe,Jeddah,Chevrolet,Automatic,Other,Full,2007,5.3,128,False,35000
1212,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,178000,False,55000
1213,Montero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2017,3.3,199000,False,73000
1214,Sierra,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,126000,False,111000
1216,300,Riyadh,Chrysler,Automatic,Other,Semi Full,2017,3.6,108828,False,94000
1219,Explorer,Riyadh,Ford,Automatic,Saudi,Full,2013,3.5,14606,False,83500
1220,Azera,Sakaka,Hyundai,Automatic,Saudi,Standard,2021,3.5,11000,False,120000
1221,Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,93000,False,54000
1222,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2014,3.8,271943,False,46500
1223,Taurus,Qassim,Ford,Automatic,Saudi,Standard,2015,2.5,247000,False,55000
1225,A3,Jeddah,Audi,Automatic,Saudi,Full,2016,1.4,59000,False,70000
1227,Dyna,Riyadh,Isuzu,Manual,Saudi,Standard,2003,8.5,330,False,40000
1228,Touareg,Qassim,Volkswagen,Automatic,Saudi,Semi Full,2015,4.0,183000,False,69000
1229,Charger,Dammam,Dodge,Automatic,Saudi,Full,2019,3.6,48000,False,85000
1230,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120244,False,43000
1232,Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2014,5.4,320000,False,55000
1234,ES,Makkah,Lexus,Automatic,Saudi,Semi Full,2021,2.5,3000,False,177000
1236,Elantra,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2020,2.0,10000,False,63000
1237,Mustang,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,2.3,157000,False,80000
1239,Cruze,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,1.8,52000,False,45000
1241,Rio,Jubail,Kia,Automatic,Saudi,Standard,2013,1.6,300000,False,19000
1243,6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,48004,False,55000
1245,Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,188000,False,21000
1246,Furniture,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2015,2.7,300,False,52000
1247,Expedition,Al-Ahsa,Ford,Automatic,Saudi,Full,2012,5.4,289000,False,57000
1248,Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.5,247,False,55000
1250,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,3.6,118000,False,48000
1251,Camry,Qassim,Toyota,Automatic,Saudi,Full,2016,2.5,155000,False,52000
1253,Other,Al-Medina,Other,Manual,Other,Standard,2009,2.4,1300,False,26000
1257,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2019,1.5,49000,False,95000
1258,Sportage,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2018,2.4,77000,False,58000
1260,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2013,5.5,184000,False,36000
1261,Marquis,Al-Medina,Ford,Automatic,Other,Full,2010,4.6,360,False,29000
1262,Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2019,2.7,80000,False,120000
1263,Passat,Jeddah,Volkswagen,Automatic,Other,Full,2015,2.5,70000,False,73000
1266,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,67000,False,32000
1269,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,319000,False,46000
1271,Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2016,2.5,49000,False,49000
1272,Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,78000,False,64000
1274,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,167000,False,29000
1276,Delta,Aseer,Daihatsu,Manual,Saudi,Full,2014,3.7,100,False,35000
1277,Civic,Jeddah,Honda,Automatic,Saudi,Standard,2017,1.5,200000,False,38000
1278,Elantra,Al-Ahsa,Hyundai,Automatic,Gulf Arabic,Full,2017,1.6,136000,False,39000
1281,VTC,Dammam,Nissan,Manual,Saudi,Standard,2014,4.0,207000,False,65000
1284,Explorer,Qassim,Ford,Automatic,Saudi,Full,2015,2.0,40000,False,90000
1287,Fusion,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,2.0,260000,False,30000
1289,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2013,1.6,251,False,35000
1290,E,Jeddah,Mercedes,Automatic,Gulf Arabic,Semi Full,2018,2.0,250000,False,105000
1291,Datsun,Taef,Nissan,Manual,Saudi,Full,2015,2.4,200000,False,35000
1294,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.6,214000,False,23500
1295,Charger,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,123000,False,109000
1297,Acadia,Khobar,GMC,Automatic,Saudi,Standard,2011,3.6,187000,False,22000
1299,Hilux,Jazan,Toyota,Manual,Saudi,Standard,2014,1.0,160,False,50000
1303,Taurus,Riyadh,Ford,Automatic,Other,Full,2015,3.0,217000,False,49000
1305,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,53000,False,35000
1306,Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,186000,False,25000
1307,Avanza,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,160000,False,28000
1308,H3,Riyadh,Hummer,Automatic,Other,Full,2006,3.5,236000,False,22000
1309,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,153000,False,66000
1310,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,153889,False,68000
1312,GS3,Riyadh,GAC,Automatic,Other,Full,2021,1.3,22600,False,50000
1315,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,50000,False,127000
1316,Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2015,2.4,77000,False,53000
1317,The 3,Jeddah,BMW,Automatic,Saudi,Full,2014,2.0,84000,False,60000
1320,Accord,Dammam,Honda,Automatic,Saudi,Standard,2017,2.4,104000,False,79000
1322,Land Cruiser Pickup,Dammam,Toyota,Manual,Saudi,Full,2018,4.0,28000,False,147000
1323,Hilux,Jubail,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,83000,False,76000
1324,Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,2009,5.0,319,False,75000
1325,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,56536,False,47000
1328,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Full,2016,2.6,183000,False,70000
1329,Wrangler,Riyadh,Jeep,Manual,Gulf Arabic,Standard,2018,3.6,40000,False,115000
1331,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,350000,False,60000
1332,Yukon,Makkah,GMC,Automatic,Saudi,Standard,2012,5.3,65000,False,80000
1333,6,Riyadh,Mazda,Automatic,Saudi,Standard,2019,2.5,71187,False,76500
1335,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2017,4.6,31538,False,161500
1336,Malibu,Dammam,Chevrolet,Automatic,Saudi,Full,2013,3.6,177000,False,30000
1338,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,90000,False,48500
1340,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,109763,False,21500
1341,Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2013,3.3,16700,False,52000
1345,Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,149000,False,149000
1346,Hilux,Aseer,Toyota,Manual,Saudi,Full,2019,2.7,28000,False,72500
1348,CX9,Dammam,Mazda,Automatic,Saudi,Standard,2020,2.5,31200,False,110000
1349,Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2016,3.0,350000,False,41000
1350,Taurus,Al-Ahsa,Ford,Automatic,Other,Semi Full,2019,3.5,108000,False,88000
1351,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,191000,False,45000
1352,Elantra,Jeddah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,51000,False,42000
1353,Odyssey,Jeddah,Honda,Automatic,Saudi,Standard,2020,3.5,40000,False,100000
1354,E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,117000,False,110000
1355,G80,Riyadh,Genesis,Automatic,Gulf Arabic,Full,2017,3.8,66000,False,119000
1357,Coupe,Dammam,Genesis,Automatic,Saudi,Full,2014,3.8,89000,False,65000
1358,Ciocca,Makkah,Toyota,Automatic,Saudi,Semi Full,2009,5.7,275000,False,55000
1359,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,False,29000
1360,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,145997,False,64000
1362,Cayenne S,Dammam,Porsche,Automatic,Saudi,Full,2014,3.0,118000,False,145000
1365,Suburban,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,164000,False,110000
1366,Cayenne Turbo,Riyadh,Porsche,Automatic,Other,Full,2008,4.8,152750,False,50000
1367,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2013,1.0,495,False,90000
1368,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,102109,False,35000
1370,CX9,Jeddah,Mazda,Automatic,Saudi,Full,2014,3.5,195000,False,46000
1372,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,88795,False,26500
1373,Marquis,Riyadh,Ford,Automatic,Other,Full,2010,5.0,270000,False,19000
1376,ES,Jeddah,Lexus,Automatic,Missing,Full,2021,3.5,1300,False,175000
1377,Rav4,Al-Ahsa,Toyota,Automatic,Other,Full,2018,2.7,56625,False,82500
1378,Camry,Riyadh,Toyota,Manual,Saudi,Standard,2008,2.5,298000,False,20000
1380,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2014,3.6,322000,False,47500
1382,Colorado,Dammam,Chevrolet,Manual,Saudi,Standard,2013,2.0,196000,False,28000
1383,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.4,190000,False,54000
1386,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,157000,False,60000
1387,C,Dammam,Mercedes,Automatic,Other,Full,2017,2.0,54000,False,153000
1388,Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2016,1.5,200000,False,20000
1389,Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,5.7,333000,False,78000
1390,Suburban,Al-Ahsa,GMC,Automatic,Saudi,Semi Full,2004,5.3,111878,False,15000
1395,Optima,Dammam,Kia,Automatic,Saudi,Full,2016,2.4,161000,False,68000
1396,Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,344506,False,30000
1397,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2020,2.7,1200,False,110000
1400,Yukon,Makkah,GMC,Automatic,Saudi,Full,2008,7.2,299000,False,30000
1401,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,131000,False,67000
1402,Attrage,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2020,1.2,15000,False,25000
1405,RX,Jeddah,Lexus,Automatic,Saudi,Full,2015,3.5,73000,False,110000
1411,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,145000,False,95000
1413,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,133000,False,25000
1415,Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2019,2.5,34727,False,83000
1416,3,Jeddah,Mazda,Automatic,Saudi,Full,2015,2.0,74000,False,55000
1417,Charger,Jeddah,Dodge,Automatic,Saudi,Full,2014,5.7,178,False,50000
1418,Charger,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2019,3.6,56000,False,108000
1420,C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2015,2.0,73000,False,90000
1421,3,Dammam,Mazda,Automatic,Gulf Arabic,Full,2017,1.6,92000,False,59000
1422,Elantra,Aseer,Hyundai,Automatic,Saudi,Standard,2020,1.6,15800,False,58000
1425,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2014,4.0,25000,False,115000
1429,Dyna,Dammam,Isuzu,Manual,Saudi,Standard,2013,7.0,300,False,82000
1431,Kaptiva,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2012,1.9,50000,False,27000
1432,C300,Dammam,Chrysler,Automatic,Saudi,Full,2013,1.0,220,False,42000
1437,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,342000,False,53000
1438,Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2013,2.0,120000,False,32000
1439,Nativa,Hail,Mitsubishi,Automatic,Saudi,Semi Full,2010,3.0,244,False,17000
1440,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,349266,False,100000
1441,Dokker,Riyadh,Renault,Manual,Saudi,Standard,2016,1.5,122000,False,21500
1442,Traverse,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2017,2.4,110000,False,49000
1443,C300,Riyadh,Chrysler,Automatic,Saudi,Standard,2017,3.6,133000,False,70000
1444,CLS,Dammam,Mercedes,Automatic,Saudi,Full,2007,6.3,178000,False,33000
1446,E,Dammam,Mercedes,Automatic,Other,Full,2017,2.0,66000,False,162000
1447,Victoria,Yanbu,Ford,Automatic,Saudi,Standard,2011,4.6,128000,False,43000
1448,Prado,Dammam,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,89000,False,151000
1449,Suburban,Riyadh,Chevrolet,Automatic,Saudi,Full,2011,5.3,282000,False,60000
1450,Yaris,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,1.2,82000,False,34000
1452,ML,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2013,5.5,140000,False,120000
1454,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.0,237000,False,42000
1455,Hilux,Dammam,Toyota,Manual,Saudi,Full,2009,2.7,400,False,32000
1457,Datsun,Riyadh,Nissan,Manual,Saudi,Semi Full,2015,2.5,174436,False,35000
1460,Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.6,30799,False,45000
1462,Victoria,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2008,4.6,3666,False,16000
1464,H1,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2016,2.4,154000,False,54000
1465,6,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,2.0,250000,False,31000
1466,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,103358,False,48500
1467,Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,80000,False,142000
1469,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.6,20939,False,57500
1471,ES,Dammam,Lexus,Automatic,Other,Full,2016,3.5,50000,False,126000
1473,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2012,2.5,221000,False,30000
1476,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,75000,False,125000
1477,The 7,Dammam,BMW,Automatic,Saudi,Full,2016,2.0,134000,False,150000
1478,Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2017,1.6,140000,False,30000
1480,Mustang,Riyadh,Ford,Automatic,Other,Full,2019,2.3,52000,False,139000
1483,Yukon,Tabouk,GMC,Automatic,Saudi,Standard,2012,5.3,235000,False,67000
1484,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,147000,False,24000
1486,LF X60,Jeddah,Lifan,Automatic,Saudi,Full,2016,1.6,128000,False,25000
1488,Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.0,197000,False,58000
1489,Sunny,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,1.5,58244,False,30000
1490,Ciocca,Jubail,Toyota,Automatic,Saudi,Semi Full,2010,5.7,270000,False,65000
1493,The 3,Jeddah,BMW,Automatic,Saudi,Full,2011,2.5,74000,False,35000
1495,Hilux,Aseer,Toyota,Manual,Saudi,Full,2015,2.7,276,False,57000
1496,Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2003,1.6,230000,False,69000
1497,C,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2015,2.0,99000,False,91500
1499,FJ,Tabouk,Toyota,Automatic,Saudi,Full,2016,4.0,148,False,98000
1501,Hilux,Aseer,Toyota,Manual,Saudi,Full,2018,2.7,48000,False,90000
1502,Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.4,190000,False,60000
1504,Marquis,Riyadh,Ford,Automatic,Other,Full,2008,4.6,171000,False,27000
1506,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.4,111,False,22000
1507,Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,146000,False,75000
1510,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105499,False,25000
1514,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2016,3.5,152000,False,70000
1515,A3,Riyadh,Audi,Automatic,Saudi,Semi Full,2016,1.4,70278,False,69500
1516,Aurion,Riyadh,Toyota,Automatic,Saudi,Full,2009,3.5,373000,False,33500
1517,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,94458,False,91500
1519,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,300000,False,45000
1520,Furniture,Qassim,Toyota,Automatic,Saudi,Semi Full,2021,2.4,29000,False,145000
1521,Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2020,1.4,16000,False,27000
1522,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2019,3.5,43418,False,115000
1523,Azera,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,3.5,44271,False,95000
1526,CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2014,2.5,110000,False,41000
1527,Fluence,Riyadh,Renault,Automatic,Saudi,Standard,2015,1.6,121913,False,29000
1528,Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173544,False,37000
1530,Accent,Taef,Hyundai,Automatic,Saudi,Full,2014,1.6,324000,False,20000
1532,5,Riyadh,MG,Automatic,Saudi,Full,2020,1.5,23000,False,44000
1537,Datsun,Jazan,Nissan,Manual,Saudi,Full,2015,2.4,147000,False,45000
1538,Camry,Riyadh,Toyota,Manual,Saudi,Standard,2007,2.5,192000,False,20000
1539,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,188000,False,53000
1541,Furniture,Dammam,Toyota,Automatic,Saudi,Full,2015,4.0,26000,False,52000
1544,Sierra,Riyadh,GMC,Automatic,Other,Standard,2015,5.3,145000,False,87500
1547,Marquis,Riyadh,Ford,Automatic,Other,Full,2008,9.0,115,False,17000
1549,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2009,6.3,211000,False,40000
1551,Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.7,90000,False,79000
1553,Avanza,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,41000,False,45000
1555,Koleos,Riyadh,Renault,Automatic,Saudi,Full,2017,2.5,103503,False,64000
1556,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,81000,False,72000
1558,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2018,2.4,130000,False,80000
1559,Prado,Aseer,Toyota,Automatic,Saudi,Semi Full,2015,4.0,160000,False,105000
1560,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,3.5,6500,False,140000
1566,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,146000,False,63000
1569,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2007,4.5,315000,False,63000
1570,Suburban,Riyadh,GMC,Automatic,Gulf Arabic,Standard,2016,5.3,98000,False,140000
1571,Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.7,87000,False,70000
1572,Hilux,Jeddah,Toyota,Automatic,Saudi,Full,2016,2.8,97000,False,91000
1573,Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2011,4.6,300000,False,22000
1574,Hilux,Qassim,Toyota,Manual,Saudi,Semi Full,2015,2.7,328000,False,65000
1576,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,106000,False,66000
1577,Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,149000,False,47000
1580,Odyssey,Riyadh,Honda,Automatic,Saudi,Semi Full,2016,3.5,185000,False,52000
1581,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2010,2.7,260000,False,65000
1582,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,137000,False,55000
1583,Corolla,Jeddah,Toyota,Manual,Saudi,Standard,2010,1.5,318800,False,18000
1585,F150,Dammam,Ford,Automatic,Saudi,Standard,2011,5.0,133000,False,33000
1586,ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2015,3.5,246398,False,85000
1590,Senta fe,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2016,3.3,157000,False,69000
1591,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,19717,False,41500
1592,ES,Hail,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,161000,False,74000
1593,Tucson,Jeddah,Hyundai,Automatic,Other,Semi Full,2016,2.4,119800,False,57000
1594,ES,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,99000,False,129000
1595,Yaris,Makkah,Toyota,Automatic,Saudi,Standard,2017,1.3,100000,False,27000
1597,Senta fe,Al-Namas,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,126000,False,42000
1598,Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,2020,5.3,32000,False,158000
1600,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,184000,False,100000
1602,Datsun,Tabouk,Nissan,Manual,Saudi,Full,2015,1.1,215267,False,31000
1605,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,97000,False,38500
1606,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,220424,False,62000
1607,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,140000,False,55000
1610,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,134007,False,70000
1612,GS,Dammam,MG,Automatic,Saudi,Full,2016,1.5,139000,False,42000
1613,Altima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,2.5,40000,False,59000
